Publication Date,Fiscal Year,Agency Number,Agency Name,Unit Appropriation Number,Unit Appropriation Name,Personal Service/Other Than Personal Service Indicator,Total Financial Plan Amount,Total Adopted Budget Amount,Total Current Budget Amount,Federal Funds Financial Plan Amount,Federal Funds Adopted Budget Amount,Federal Funds Current Budget Amount,State  Funds Financial Plan Amount,State Funds Adopted Budget Amount,State Funds Current Budget Amount ,Inter-Fund Agreement Funds Financial Plan Amount,Inter-Fund Agreement Funds Adopted Budget Amount,Inter-Fund Agreement Funds Current Budget Amount ,Intra-City Sales Funds Financial Plan Amount,Intra-City Sales Funds Adopted Budget Amount,Intra-City Sales Funds Current Budget Amount ,Other Categorical Funds Financial Plan Amount,Other Categorical Funds Adopted Budget Amount,Other Categorical Funds Current Budget Amount ,Community Development Funds Financial Plan Amount ,Community Development Funds Adopted Budget Amount ,Community Development Funds Current Budget Amount ,City Funds Financial Plan Amount,City Funds Adopted Budget Amount,City Funds Current Budget Amount
20210114,2022,102,CITY COUNCIL,685,COMMITTEE ON WATERFRONTS,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20210114,2022,102,CITY COUNCIL,687,COMMITTEE ON WOMEN'S ISSUES,P,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20210114,2022,102,CITY COUNCIL,690,COMMITTEE ON YOUTH SERVICES,P,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20210114,2022,102,CITY COUNCIL,800,COMMITTEE ON THE AGING,O,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20210114,2022,102,CITY COUNCIL,802,COMMITTEE ON CIVIL RIGHTS,O,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20210114,2022,102,CITY COUNCIL,805,CMTEE ON CIVIL SERV & LABOR,O,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20210114,2022,102,CITY COUNCIL,810,COMMITTEE ON CONSUMER AFFAIRS,O,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20210114,2022,102,CITY COUNCIL,815,COMMITTEE ON CONTRACTS,O,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20210114,2022,102,CITY COUNCIL,816,"CULT. AFFAIRS, LIB. & INT'L INTGRP. REL",O,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20210114,2022,102,CITY COUNCIL,817,COMMITTEE ON COURTS AND LEGAL SERVICES,O,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
20210114,2022,102,CITY COUNCIL,820,CMTEE ON ECONOMIC DEVELOPMENT,O,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20210114,2022,102,CITY COUNCIL,825,COMMITTEE ON EDUCATION,O,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20210114,2022,102,CITY COUNCIL,830,CMTEE ON ENVIRON PROTECTION,O,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20210114,2022,102,CITY COUNCIL,832,COMMITTEE ON FINANCE,O,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20210114,2022,102,CITY COUNCIL,833,COMM ON FIRE & CRIM JUSTICE OTPS,O,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20210114,2022,102,CITY COUNCIL,835,CMTEE ON GENERAL WELFARE,O,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20210114,2022,102,CITY COUNCIL,840,COMMITTEE ON GOV'T OPERATIONS,O,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20210114,2022,102,CITY COUNCIL,845,COMMITTEE ON HEALTH,O,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20210114,2022,102,CITY COUNCIL,847,COMMITTEE ON HIGHER EDUCATION,O,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20210114,2022,102,CITY COUNCIL,848,HOSPITALS,O,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
20210114,2022,102,CITY COUNCIL,850,CMTEE ON HOUSING & BLDGS,O,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20210114,2022,102,CITY COUNCIL,852,COMMITTEE ON IMMIGRATION,O,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20210114,2022,102,CITY COUNCIL,853,COMMITTEE ON JUVENILE JUSTICE,O,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20210114,2022,102,CITY COUNCIL,854,COMMITTEE ON LAND USE,O,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20210114,2022,102,CITY COUNCIL,855,CMTEE ON LOWER MANHATTAN REDEVELOPMENT,O,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20210114,2022,102,CITY COUNCIL,856,"MEN HLTH, RET, ALC,DRUG ABUSE & DIS SVCS",O,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20210114,2022,102,CITY COUNCIL,857,COMMITTEE ON OVERSIGHT & INVESTIGATIONS,O,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20210114,2022,102,CITY COUNCIL,860,CMTEE ON PARKS REC & CULT,O,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20210114,2022,102,CITY COUNCIL,862,COMMITTEE ON PUBLIC HOUSING,O,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20210114,2022,102,CITY COUNCIL,865,CMTEE ON PUBLIC SAFETY,O,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20210114,2022,102,CITY COUNCIL,870,"CMTEE ON RULES,PRIV. & ELECT.",O,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20210114,2022,102,CITY COUNCIL,871,COMMITTEE ON SANITATION & SOLIDWASTE MGT,O,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20210114,2022,102,CITY COUNCIL,873,COMMITTEE ON SMALL BUSINESS,O,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20210114,2022,102,CITY COUNCIL,875,CMTEE ON STANDARDS & ETHICS,O,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20210114,2022,102,CITY COUNCIL,880,CMTEE ON STATE & FED. LEG.,O,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20210114,2022,102,CITY COUNCIL,881,COMMITTEE ON TECHNOLOGY IN GOVERNMENT,O,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20210114,2022,102,CITY COUNCIL,882,COMMITTEE ON TRANSPORTATION,O,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20210114,2022,102,CITY COUNCIL,883,COMMITTEE ON VETERANS,O,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20210114,2022,102,CITY COUNCIL,885,COMMITTEE ON WATERFRONTS,O,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20210114,2022,102,CITY COUNCIL,887,COMMITTEE ON WOMEN'S ISSUES,O,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20210114,2022,102,CITY COUNCIL,890,CMTEE ON YOUTH SERVICES,O,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20210114,2022,103,CITY CLERK,001,PERSONAL SERVICES,P,4687305,4616474,4348957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4687305,4616474,4348957
20210114,2022,103,CITY CLERK,002,OTHER THAN PERSONAL SERVICES,O,1300341,1130341,1186582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300341,1130341,1186582
20210114,2022,125,DEPARTMENT FOR THE AGING,001,EXECUTIVE & ADMIN MGMT - PS,P,15151588,15142837,15091761,3442872,3442872,3442872,749853,749853,749853,0,0,0,0,0,0,0,0,0,154850,154850,154850,10804013,10795262,10744186
20210114,2022,385,BRONX COMMUNITY BOARD #5,001,PERSONAL SERVICES,P,254674,245962,228162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254674,245962,228162
20210114,2022,125,DEPARTMENT FOR THE AGING,002,COMMUNITY PROGRAMS - PS,P,17592700,15863784,15527927,8744173,8744173,8744173,1054268,1054268,1054268,0,0,0,0,0,0,0,0,0,0,0,0,7794259,6065343,5729486
20210114,2022,125,DEPARTMENT FOR THE AGING,003,OUT-OF-HOME SERVICES,O,260957799,379639224,388877433,53901340,58363453,61568313,14594647,42253384,42382768,0,0,0,165251,515251,2279172,0,0,174462,2097238,2097238,6001011,190199323,276409898,276471707
20210114,2022,125,DEPARTMENT FOR THE AGING,004,EXECUTIVE & ADMIN MGMT-OTPS,O,2108552,1755273,1963530,1142261,783088,998372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,966291,972185,965158
20210114,2022,125,DEPARTMENT FOR THE AGING,005,IN HOME SERVICES,O,87740878,0,0,4654609,0,0,27658737,0,0,0,0,0,350000,0,0,0,0,0,0,0,0,55077532,0,0
20210114,2022,126,DEPARTMENT OF CULTURAL AFFAIRS,001,OFFICE OF COMMISSIONER-PS,P,4928680,4916935,5221079,0,0,0,3371,3371,3371,248896,248896,248896,13016,13016,138016,0,0,0,153596,153596,153596,4509801,4498056,4677200
20210114,2022,126,DEPARTMENT OF CULTURAL AFFAIRS,002,OFFICE OF COMMISSIONER - OTPS,O,1950691,23486691,3213521,0,0,0,0,0,0,0,0,0,0,0,43280,0,0,0,0,0,0,1950691,23486691,3170241
20210114,2022,126,DEPARTMENT OF CULTURAL AFFAIRS,003,CULTURAL PROGRAMS,O,30318106,57938670,71170252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105810,105810,344324,30212296,57832860,70825928
20210114,2022,126,DEPARTMENT OF CULTURAL AFFAIRS,004,METROPOLITAN MUSEUM OF ART,O,23937427,17879671,18674733,0,0,0,0,0,0,0,0,0,0,0,505300,0,0,0,0,0,0,23937427,17879671,18169433
20210114,2022,126,DEPARTMENT OF CULTURAL AFFAIRS,005,NY BOTANICAL GARDEN,O,6559852,6722544,7189083,0,0,0,0,0,0,0,0,0,0,0,230211,0,0,0,0,0,0,6559852,6722544,6958872
20210114,2022,126,DEPARTMENT OF CULTURAL AFFAIRS,006,AMER MUSEUM NATURAL HISTORY,O,15723236,15833477,17479626,0,0,0,0,0,0,0,0,0,0,0,1131588,0,0,0,0,0,0,15723236,15833477,16348038
20210114,2022,126,DEPARTMENT OF CULTURAL AFFAIRS,007,THE WILDLIFE CONSERVATION SOC.,O,14529911,14726552,15593110,0,0,0,0,0,0,0,0,0,0,0,335329,0,0,0,0,0,0,14529911,14726552,15257781
20210114,2022,126,DEPARTMENT OF CULTURAL AFFAIRS,008,BROOKLYN MUSEUM,O,7901173,7905690,9179715,0,0,0,0,0,0,0,0,0,0,0,939087,0,0,0,0,0,0,7901173,7905690,8240628
20210114,2022,126,DEPARTMENT OF CULTURAL AFFAIRS,009,BKLYN CHILDREN'S MUSEUM,O,1830481,1849993,2252056,0,0,0,0,0,0,0,0,0,0,0,119680,0,0,0,0,0,0,1830481,1849993,2132376
20210114,2022,126,DEPARTMENT OF CULTURAL AFFAIRS,010,BROOKLYN BOTANIC GARDEN,O,3854679,3917977,4153608,0,0,0,0,0,0,0,0,0,0,0,55572,0,0,0,0,0,0,3854679,3917977,4098036
20210114,2022,126,DEPARTMENT OF CULTURAL AFFAIRS,011,QUEENS BOTANICAL GARDEN,O,992568,1129116,1401682,0,0,0,0,0,0,0,0,0,0,0,43406,0,0,0,0,0,0,992568,1129116,1358276
20210114,2022,126,DEPARTMENT OF CULTURAL AFFAIRS,012,NY HALL OF SCIENCE,O,1891882,1892590,2147187,0,0,0,0,0,0,0,0,0,0,0,55803,0,0,0,0,0,0,1891882,1892590,2091384
20210114,2022,126,DEPARTMENT OF CULTURAL AFFAIRS,013,SI INSTITUTE ARTS & SCIENCES,O,894021,904107,1069524,0,0,0,0,0,0,0,0,0,0,0,12368,0,0,0,0,0,0,894021,904107,1057156
20210114,2022,126,DEPARTMENT OF CULTURAL AFFAIRS,014,S.I. ZOOLOGICAL SOCIETY,O,1384739,1515768,1790105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1384739,1515768,1790105
20210114,2022,126,DEPARTMENT OF CULTURAL AFFAIRS,015,S I HISTORICAL SOCIETY,O,671013,716608,900091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671013,716608,900091
20210114,2022,126,DEPARTMENT OF CULTURAL AFFAIRS,016,MUSEUM OF THE CITY OF NY,O,1578921,1579280,1928810,0,0,0,0,0,0,0,0,0,0,0,138208,0,0,0,0,0,0,1578921,1579280,1790602
20210114,2022,126,DEPARTMENT OF CULTURAL AFFAIRS,017,WAVE HILL,O,1243258,1244113,1451709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1243258,1244113,1451709
20210114,2022,126,DEPARTMENT OF CULTURAL AFFAIRS,019,BROOKLYN ACADEMY OF MUSIC,O,2680642,2699644,2809853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2680642,2699644,2809853
20210114,2022,126,DEPARTMENT OF CULTURAL AFFAIRS,020,SNUG HARBOR CULTURAL CENTER,O,1757232,1766232,2119641,0,0,0,0,0,0,0,0,0,0,0,6500,0,0,0,0,0,0,1757232,1766232,2113141
20210114,2022,126,DEPARTMENT OF CULTURAL AFFAIRS,021,STUDIO MUSEUM IN HARLEM,O,526606,526606,678487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526606,526606,678487
20210114,2022,126,DEPARTMENT OF CULTURAL AFFAIRS,022,OTHER CULTURAL INSTITUTIONS,O,17974183,19221278,22249076,0,0,0,0,0,0,0,0,0,0,0,587574,0,0,0,0,0,0,17974183,19221278,21661502
20210114,2022,126,DEPARTMENT OF CULTURAL AFFAIRS,024,N.Y.SHAKESPEARE FESTIVAL,O,1054120,1054120,1095678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1054120,1054120,1095678
20210114,2022,127,FINANCIAL INFORMATION SERVICE AGENCY,001,PERSONAL SERVICES,P,50638678,50618066,50396152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50638678,50618066,50396152
20210114,2022,127,FINANCIAL INFORMATION SERVICE AGENCY,002,OTHER THAN PERSONAL SERVICES,O,60162066,59626216,59653583,0,0,0,0,0,0,0,0,0,0,0,188000,0,0,0,0,0,0,60162066,59626216,59465583
20210114,2022,131,OFFICE OF PAYROLL ADMINISTRATION,100,PERSONAL SERVICE,P,13518752,13500670,13578383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119783,0,0,0,13518752,13500670,13458600
20210114,2022,131,OFFICE OF PAYROLL ADMINISTRATION,200,OTHER THAN PERSONAL SERVICE,O,1639584,1521505,1329986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1639584,1521505,1329986
20210114,2022,132,INDEPENDENT BUDGET OFFICE,001,PERSONAL SERVICE,P,4897396,4796087,4728795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4897396,4796087,4728795
20210114,2022,132,INDEPENDENT BUDGET OFFICE,002,OTHER THAN PERSONAL SERVICE,O,1145293,1145293,1145293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1145293,1145293,1145293
20210114,2022,133,EQUAL EMPLOYMENT PRACTICES COMMISSION,001,PERSONAL SERVICES,P,1180872,1158872,1126994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1180872,1158872,1126994
20210114,2022,133,EQUAL EMPLOYMENT PRACTICES COMMISSION,002,OTHER THAN PERSONAL SERVICES,O,86555,86555,86555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86555,86555,86555
20210114,2022,134,CIVIL SERVICE COMMISSION,001,PERSONAL SERVICES,P,1136639,1136639,1082698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1136639,1136639,1082698
20210114,2022,134,CIVIL SERVICE COMMISSION,002,OTHER THAN PERSONAL SERVICES,O,60817,60817,60527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60817,60817,60527
20210114,2022,136,LANDMARKS PRESERVATION COMM.,001,PERSONAL SERVICES,P,6147402,6037847,5994254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498395,498395,496531,5649007,5539452,5497723
20210114,2022,136,LANDMARKS PRESERVATION COMM.,002,OTHER THAN PERSONAL SERVICES,O,676329,575329,882482,0,0,0,0,0,45000,0,0,0,0,0,0,0,0,0,122900,122900,340140,553429,452429,497342
20210114,2022,156,NYC TAXI AND LIMOUSINE COMM,001,PERSONAL SERVICE,P,41599253,41082090,40989477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41599253,41082090,40989477
20210114,2022,156,NYC TAXI AND LIMOUSINE COMM,002,OTHER THAN PERSONAL SERVICE,O,13052457,13033303,13404102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13052457,13033303,13404102
20210114,2022,226,COMMISSION ON HUMAN RIGHTS,001,PERSONAL SERVICES,P,4378330,4731897,4722716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4378330,4731897,4722716
20210114,2022,226,COMMISSION ON HUMAN RIGHTS,002,OTHER THAN PERSONAL SERVICES,O,534208,534208,580895,0,0,0,0,0,46687,0,0,0,0,0,0,0,0,0,0,0,0,534208,534208,534208
20210114,2022,226,COMMISSION ON HUMAN RIGHTS,003,COMMUNITY DEVELOP P.S.,P,6082059,6048562,5842460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6082059,6048562,5842460
20210114,2022,226,COMMISSION ON HUMAN RIGHTS,004,COMM DEVELOP OTPS,O,1675698,1715698,1715698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1675698,1715698,1715698
20210114,2022,260,DEPARTMENT OF YOUTH & COMMUNITY DEV,002,EXECUTIVE AND ADMINISTRATIVE MGMT PS,P,20235931,21753808,22078119,3663361,3663361,3838859,0,22390,0,0,0,0,3439085,3439085,3439085,0,0,0,0,0,0,13133485,14628972,14800175
20210114,2022,260,DEPARTMENT OF YOUTH & COMMUNITY DEV,005,COMMUNITY DEVELOPMENT OTPS,O,35411744,88000885,85258991,28763093,28763093,28732862,0,0,0,0,0,0,0,0,0,0,0,0,1561000,1936000,1936000,5087651,57301792,54590129
20210114,2022,260,DEPARTMENT OF YOUTH & COMMUNITY DEV,105,YOUTH WORKFORCE AND CAREER TRAINING - PS,P,2404489,2674489,2660226,240957,240957,240957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2163532,2433532,2419269
20210114,2022,260,DEPARTMENT OF YOUTH & COMMUNITY DEV,106,YOUTH WORKFORCE AND CAREER TRAINING OTPS,O,132237519,83905439,81322121,1099019,23823904,24151669,0,0,0,0,0,0,13951,0,1200000,0,6670000,6670000,0,0,0,131124549,53411535,49300452
20210114,2022,260,DEPARTMENT OF YOUTH & COMMUNITY DEV,311,PROGRAM SERVICES - PS,P,18486468,19163837,19119246,4339992,4838342,5015755,0,477610,0,0,0,0,3800376,3800376,3800376,0,0,0,77197,77197,77197,10268903,9970312,10225918
20210114,2022,260,DEPARTMENT OF YOUTH & COMMUNITY DEV,312,OTHER THAN PERSONAL SERVICES,O,536590475,577304107,624141512,19881321,23294529,69960804,5275124,4775124,5275124,0,0,0,134809099,145070630,141587847,0,0,139500,5507000,5507000,5507000,371117931,398656824,401671237
20210114,2022,312,CONFLICTS OF INTEREST BOARD,001,PERSONAL SERVICES,P,2551475,2471004,2443801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2551475,2471004,2443801
20210114,2022,312,CONFLICTS OF INTEREST BOARD,002,OTHER THAN PERSONAL SERVICES,O,155275,130275,129839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155275,130275,129839
20210114,2022,313,OFFICE OF COLLECTIVE BARGAINING,001,PERSONAL SERVICES,P,2133410,2140523,2099094,0,0,0,0,0,0,0,0,0,0,0,0,133175,133175,133175,0,0,0,2000235,2007348,1965919
20210114,2022,313,OFFICE OF COLLECTIVE BARGAINING,002,OTHER THAN PERSONAL SERVICES,O,313453,313453,313453,0,0,0,0,0,0,0,0,0,0,0,0,22500,22500,22500,0,0,0,290953,290953,290953
20210114,2022,341,MANHATTAN COMMUNITY BOARD #1,001,PERSONAL SERVICES,P,248109,247550,247550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248109,247550,247550
20210114,2022,341,MANHATTAN COMMUNITY BOARD #1,002,OTHER THAN PERSONAL SERVICES,O,1245,6745,167823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161209,0,0,0,1245,6745,6614
20210114,2022,342,MANHATTAN COMMUNITY BOARD #2,001,PERSONAL SERVICES,P,246428,238688,238688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246428,238688,238688
20210114,2022,342,MANHATTAN COMMUNITY BOARD #2,002,OTHER THAN PERSONAL SERVICES,O,2926,15607,74260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58653,0,0,0,2926,15607,15607
20210114,2022,342,MANHATTAN COMMUNITY BOARD #2,003,RENT AND ENERGY,O,70502,70502,70502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70502,70502,70502
20210114,2022,343,MANHATTAN COMMUNITY BOARD #3,001,PERSONAL SERVICES,P,246033,245033,242533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246033,245033,242533
20210114,2022,343,MANHATTAN COMMUNITY BOARD #3,002,OTHER THAN PERSONAL SERVICES,O,4474,12762,21013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5751,0,0,0,4474,12762,15262
20210114,2022,343,MANHATTAN COMMUNITY BOARD #3,003,RENT AND ENERGY,O,134328,134328,134328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134328,134328,134328
20210114,2022,344,MANHATTAN COMMUNITY BOARD #4,001,PERSONAL SERVICES,P,239827,239268,221768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239827,239268,221768
20210114,2022,344,MANHATTAN COMMUNITY BOARD #4,002,OTHER THAN PERSONAL SERVICES,O,9527,10527,44680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9527,10527,44680
20210114,2022,344,MANHATTAN COMMUNITY BOARD #4,003,RENT,O,156776,156776,140123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156776,156776,140123
20210114,2022,345,MANHATTAN COMMUNITY BOARD #5,001,PERSONAL SERVICES,P,231470,234539,242239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231470,234539,242239
20210114,2022,345,MANHATTAN COMMUNITY BOARD #5,002,OTHER THAN PERSONAL SERVICES,O,14256,15256,7556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14256,15256,7556
20210114,2022,345,MANHATTAN COMMUNITY BOARD #5,003,RENT AND ENERGY,O,91232,91232,91232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91232,91232,91232
20210114,2022,346,MANHATTAN COMMUNITY BOARD #6,001,PERSONAL SERVICES,P,237033,228321,228321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237033,228321,228321
20210114,2022,346,MANHATTAN COMMUNITY BOARD #6,002,OTHER THAN PERSONAL SERVICES,O,20474,30474,140659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110185,0,0,0,20474,30474,30474
20210114,2022,346,MANHATTAN COMMUNITY BOARD #6,003,RENT,O,162935,162935,162935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162935,162935,162935
20210114,2022,347,MANHATTAN COMMUNITY BOARD #7,001,PERSONAL SERVICES,P,238436,237877,237877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238436,237877,237877
20210114,2022,347,MANHATTAN COMMUNITY BOARD #7,002,OTHER THAN PERSONAL SERVICES,O,10918,11918,11918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10918,11918,11918
20210114,2022,347,MANHATTAN COMMUNITY BOARD #7,003,RENT,O,127053,127053,127053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127053,127053,127053
20210114,2022,348,MANHATTAN COMMUNITY BOARD #8,001,PERSONAL SERVICES,P,234366,225654,211060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234366,225654,211060
20210114,2022,348,MANHATTAN COMMUNITY BOARD #8,002,OTHER THAN PERSONAL SERVICES,O,23141,38141,62735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23141,38141,62735
20210114,2022,348,MANHATTAN COMMUNITY BOARD #8,003,RENT AND ENERGY,O,159448,159448,159448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159448,159448,159448
20210114,2022,349,MANHATTAN COMMUNITY BOARD #9,001,PERSONAL SERVICES,P,218027,217468,212468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218027,217468,212468
20210114,2022,349,MANHATTAN COMMUNITY BOARD #9,002,OTHER THAN PERSONAL SERVICES,O,31327,42327,47327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31327,42327,47327
20210114,2022,349,MANHATTAN COMMUNITY BOARD #9,003,RENT AND ENERGY,O,126755,126755,126755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126755,126755,126755
20210114,2022,350,MANHATTAN COMMUNITY BOARD #10,001,PERSONAL SERVICES,P,233922,225210,225210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233922,225210,225210
20210114,2022,350,MANHATTAN COMMUNITY BOARD #10,002,OTHER THAN PERSONAL SERVICES,O,23585,29585,32540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2955,0,0,0,23585,29585,29585
20210114,2022,350,MANHATTAN COMMUNITY BOARD #10,003,RENT,O,161952,161952,161952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161952,161952,161952
20210114,2022,351,MANHATTAN COMMUNITY BOARD #11,001,PERSONAL SERVICES,P,231901,214295,214295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231901,214295,214295
